# Boundary condition file
#
T Q(1) SL(2) TR(1,1) TR(1,2) TR(2,1) TR(2,2)
s m m3/s degC degC vfract vfract
0,491,226.255,0,0,0,0
86400,485,226.251,0,0,0,0
172800,478,226.244,0,0,0,0
259200,470,226.211,0,0,0,0
345600,460,226.197,0,0,0,0
432000,448,227.054,0,0,0,0
518400,433,227.141,0,0,0,0
604800,417,227.092,0,0,0,0
691200,400,226.871,0,0,0,0
777600,383,226.655,0,0,0,0
864000,366,226.653,0,0,0,0
950400,349,226.717,0,0,0,0
1036800,334,226.814,0,0,0,0
1123200,321,226.939,0,0,0,0
1209600,309,226.993,0,0,0,0
1296000,300,226.97,0,0,0,0
1382400,292,226.948,0,0,0,0
1468800,285,226.964,0,0,0,0
1555200,279,226.976,0,0,0,0
1641600,275,226.915,0,0,0,0
1728000,272,226.836,0,0,0,0
1814400,269,226.883,0,0,0,0
1900800,267,227.011,0,0,0,0
1987200,266,227.036,0,0,0,0
2073600,265,226.972,0,0,0,0
2160000,265,226.877,0,0,0,0
2246400,265,226.831,0,0,0,0
2332800,265,226.884,0,0,0,0
2419200,265,226.933,0,0,0,0
2505600,265,226.927,0,0,0,0
2592000,264,226.887,0,0,0,0
2678400,264,226.874,0,0,0,0
2764800,263,226.891,0,0,0,0
2851200,263,226.933,0,0,0,0
2937600,262,226.957,0,0,0,0
3024000,260,226.969,0,0,0,0
3110400,258,226.935,0,0,0,0
3196800,256,226.916,0,0,0,0
3283200,253,226.902,0,0,0,0
3369600,250,226.796,0,0,0,0
3456000,248,226.66,0,0,0,0
3542400,247,226.598,0,0,0,0
3628800,247,226.554,0,0,0,0
3715200,248,226.515,0,0,0,0
3801600,248,226.508,0,0,0,0
3888000,248,226.48,0,0,0,0
3974400,248,226.444,0,0,0,0
4060800,249,226.42,0,0,0,0
4147200,249,226.421,0,0,0,0
4233600,249,226.389,0,0,0,0
4320000,250,226.365,0,0,0,0
4406400,250,226.366,0,0,0,0
4492800,250,226.348,0,0,0,0
4579200,251,226.334,0,0,0,0
4665600,251,226.386,0,0,0,0
4752000,251,226.455,0,0,0,0
4838400,252,226.439,0,0,0,0
4924800,252,226.461,0,0,0,0
5011200,252,226.503,0,0,0,0
5097600,252,226.527,0,0,0,0
5184000,253,226.549,0,0,0,0
5270400,253,226.573,0,0,0,0
5356800,253,226.572,0,0,0,0
5443200,254,226.547,0,0,0,0
5529600,254,226.527,0,0,0,0
5616000,255,226.529,0,0,0,0
5702400,255,226.534,0,0,0,0
5788800,256,226.528,0,0,0,0
5875200,256,226.51,0,0,0,0
5961600,257,226.487,0,0,0,0
6048000,257,226.472,0,0,0,0
6134400,257,226.478,0,0,0,0
6220800,258,226.477,0,0,0,0
6307200,258,226.456,0,0,0,0
6393600,259,226.452,0,0,0,0
6480000,259,226.476,0,0,0,0
6566400,259,226.509,0,0,0,0
6652800,259,226.531,0,0,0,0
6739200,259,226.533,0,0,0,0
6825600,259,226.509,0,0,0,0
